time_s;ECG_mV
28.5010;-0.1494
28.5020;-0.1494
28.5030;-0.1494
28.5040;-0.1494
28.5050;-0.1523
28.5060;-0.1553
28.5070;-0.1611
28.5080;-0.1641
28.5090;-0.1641
28.5100;-0.1670
28.5110;-0.1699
28.5120;-0.1729
28.5130;-0.1758
28.5140;-0.1787
28.5150;-0.1787
28.5160;-0.1816
28.5170;-0.1787
28.5180;-0.1816
28.5190;-0.1846
28.5200;-0.1787
28.5210;-0.1729
28.5220;-0.1670
28.5230;-0.1641
28.5240;-0.1670
28.5250;-0.1670
28.5260;-0.1641
28.5270;-0.1641
28.5280;-0.1670
28.5290;-0.1670
28.5300;-0.1699
28.5310;-0.1699
28.5320;-0.1699
28.5330;-0.1729
28.5340;-0.1699
28.5350;-0.1699
28.5360;-0.1729
28.5370;-0.1729
28.5380;-0.1729
28.5390;-0.1729
28.5400;-0.1729
28.5410;-0.1699
28.5420;-0.1699
28.5430;-0.1729
28.5440;-0.1729
28.5450;-0.1729
28.5460;-0.1699
28.5470;-0.1699
28.5480;-0.1699
28.5490;-0.1699
28.5500;-0.1699
28.5510;-0.1699
28.5520;-0.1699
28.5530;-0.1699
28.5540;-0.1699
28.5550;-0.1699
28.5560;-0.1699
28.5570;-0.1729
28.5580;-0.1787
28.5590;-0.1846
28.5600;-0.1875
28.5610;-0.1963
28.5620;-0.2051
28.5630;-0.2139
28.5640;-0.2256
28.5650;-0.2344
28.5660;-0.2373
28.5670;-0.2432
28.5680;-0.2402
28.5690;-0.2373
28.5700;-0.2344
28.5710;-0.2256
28.5720;-0.2168
28.5730;-0.2109
28.5740;-0.2109
28.5750;-0.2109
28.5760;-0.1992
28.5770;-0.1846
28.5780;-0.1670
28.5790;-0.1348
28.5800;-0.0937
28.5810;-0.0439
28.5820;0.0146
28.5830;0.0908
28.5840;0.1846
28.5850;0.2842
28.5860;0.3867
28.5870;0.4893
28.5880;0.5830
28.5890;0.6797
28.5900;0.7764
28.5910;0.8730
28.5920;0.9756
28.5930;1.0781
28.5940;1.1807
28.5950;1.2773
28.5960;1.3711
28.5970;1.4561
28.5980;1.4941
28.5990;1.4941
28.6000;1.4941
28.6010;1.4941
28.6020;1.4941
28.6030;1.4941
28.6040;1.4941
28.6050;1.4941
28.6060;1.4941
28.6070;1.4941
28.6080;1.4736
28.6090;1.3535
28.6100;1.2188
28.6110;1.0811
28.6120;0.9316
28.6130;0.7676
28.6140;0.5947
28.6150;0.4307
28.6160;0.2783
28.6170;0.1406
28.6180;0.0146
28.6190;-0.1025
28.6200;-0.2051
28.6210;-0.2900
28.6220;-0.3633
28.6230;-0.4248
28.6240;-0.4805
28.6250;-0.5303
28.6260;-0.5771
28.6270;-0.6211
28.6280;-0.6592
28.6290;-0.6943
28.6300;-0.7266
28.6310;-0.7500
28.6320;-0.7646
28.6330;-0.7705
28.6340;-0.7734
28.6350;-0.7705
28.6360;-0.7646
28.6370;-0.7617
28.6380;-0.7529
28.6390;-0.7412
28.6400;-0.7324
28.6410;-0.7207
28.6420;-0.7031
28.6430;-0.6855
28.6440;-0.6650
28.6450;-0.6387
28.6460;-0.6094
28.6470;-0.5742
28.6480;-0.5449
28.6490;-0.5127
28.6500;-0.4834
28.6510;-0.4512
28.6520;-0.4248
28.6530;-0.3984
28.6540;-0.3750
28.6550;-0.3545
28.6560;-0.3398
28.6570;-0.3223
28.6580;-0.3047
28.6590;-0.2930
28.6600;-0.2842
28.6610;-0.2725
28.6620;-0.2607
28.6630;-0.2520
28.6640;-0.2461
28.6650;-0.2373
28.6660;-0.2314
28.6670;-0.2227
28.6680;-0.2197
28.6690;-0.2109
28.6700;-0.2021
28.6710;-0.1992
28.6720;-0.1963
28.6730;-0.1934
28.6740;-0.1846
28.6750;-0.1787
28.6760;-0.1729
28.6770;-0.1670
28.6780;-0.1670
28.6790;-0.1641
28.6800;-0.1553
28.6810;-0.1523
28.6820;-0.1436
28.6830;-0.1377
28.6840;-0.1318
28.6850;-0.1289
28.6860;-0.1260
28.6870;-0.1230
28.6880;-0.1172
28.6890;-0.1143
28.6900;-0.1113
28.6910;-0.1055
28.6920;-0.1025
28.6930;-0.0967
28.6940;-0.0937
28.6950;-0.0908
28.6960;-0.0850
28.6970;-0.0820
28.6980;-0.0762
28.6990;-0.0732
28.7000;-0.0645
28.7010;-0.0615
28.7020;-0.0586
28.7030;-0.0498
28.7040;-0.0469
28.7050;-0.0469
28.7060;-0.0410
28.7070;-0.0381
28.7080;-0.0352
28.7090;-0.0293
28.7100;-0.0264
28.7110;-0.0234
28.7120;-0.0176
28.7130;-0.0117
28.7140;-0.0059
28.7150;-0.0029
28.7160;0.0000
28.7170;0.0029
28.7180;0.0059
28.7190;0.0117
28.7200;0.0176
28.7210;0.0205
28.7220;0.0264
28.7230;0.0293
28.7240;0.0293
28.7250;0.0264
28.7260;0.0264
28.7270;0.0322
28.7280;0.0352
28.7290;0.0381
28.7300;0.0410
28.7310;0.0410
28.7320;0.0469
28.7330;0.0527
28.7340;0.0557
28.7350;0.0557
28.7360;0.0586
28.7370;0.0615
28.7380;0.0645
28.7390;0.0703
28.7400;0.0762
28.7410;0.0820
28.7420;0.0879
28.7430;0.0908
28.7440;0.0937
28.7450;0.0967
28.7460;0.0996
28.7470;0.1055
28.7480;0.1113
28.7490;0.1143
28.7500;0.1201
28.7510;0.1230
28.7520;0.1289
28.7530;0.1318
28.7540;0.1348
28.7550;0.1377
28.7560;0.1377
28.7570;0.1406
28.7580;0.1436
28.7590;0.1465
28.7600;0.1494
28.7610;0.1553
28.7620;0.1611
28.7630;0.1641
28.7640;0.1670
28.7650;0.1699
28.7660;0.1758
28.7670;0.1816
28.7680;0.1846
28.7690;0.1875
28.7700;0.1904
28.7710;0.1963
28.7720;0.1963
28.7730;0.1963
28.7740;0.1963
28.7750;0.1992
28.7760;0.1992
28.7770;0.2051
28.7780;0.2080
28.7790;0.2109
28.7800;0.2139
28.7810;0.2168
28.7820;0.2168
28.7830;0.2168
28.7840;0.2168
28.7850;0.2139
28.7860;0.2139
28.7870;0.2168
28.7880;0.2197
28.7890;0.2227
28.7900;0.2227
28.7910;0.2256
28.7920;0.2256
28.7930;0.2285
28.7940;0.2285
28.7950;0.2314
28.7960;0.2373
28.7970;0.2432
28.7980;0.2461
28.7990;0.2490
28.8000;0.2490
28.8010;0.2461
28.8020;0.2432
28.8030;0.2432
28.8040;0.2402
28.8050;0.2373
28.8060;0.2344
28.8070;0.2314
28.8080;0.2285
28.8090;0.2256
28.8100;0.2197
28.8110;0.2139
28.8120;0.2080
28.8130;0.2051
28.8140;0.1992
28.8150;0.1963
28.8160;0.1904
28.8170;0.1904
28.8180;0.1846
28.8190;0.1787
28.8200;0.1729
28.8210;0.1641
28.8220;0.1582
28.8230;0.1494
28.8240;0.1406
28.8250;0.1348
28.8260;0.1260
28.8270;0.1143
28.8280;0.1055
28.8290;0.0967
28.8300;0.0850
28.8310;0.0732
28.8320;0.0615
28.8330;0.0527
28.8340;0.0410
28.8350;0.0264
28.8360;0.0146
28.8370;0.0000
28.8380;-0.0117
28.8390;-0.0264
28.8400;-0.0381
28.8410;-0.0469
28.8420;-0.0586
28.8430;-0.0732
28.8440;-0.0850
28.8450;-0.0967
28.8460;-0.1084
28.8470;-0.1230
28.8480;-0.1377
28.8490;-0.1465
28.8500;-0.1582
28.8510;-0.1670
28.8520;-0.1787
28.8530;-0.1904
28.8540;-0.2021
28.8550;-0.2139
28.8560;-0.2256
28.8570;-0.2373
28.8580;-0.2461
28.8590;-0.2549
28.8600;-0.2637
28.8610;-0.2725
28.8620;-0.2812
28.8630;-0.2900
28.8640;-0.2959
28.8650;-0.3047
28.8660;-0.3135
28.8670;-0.3193
28.8680;-0.3193
28.8690;-0.3193
28.8700;-0.3193
28.8710;-0.3193
28.8720;-0.3193
28.8730;-0.3252
28.8740;-0.3252
28.8750;-0.3281
28.8760;-0.3311
28.8770;-0.3340
28.8780;-0.3311
28.8790;-0.3340
28.8800;-0.3311
28.8810;-0.3311
28.8820;-0.3311
28.8830;-0.3340
28.8840;-0.3369
28.8850;-0.3398
28.8860;-0.3398
28.8870;-0.3398
28.8880;-0.3428
28.8890;-0.3428
28.8900;-0.3398
28.8910;-0.3398
28.8920;-0.3398
28.8930;-0.3398
28.8940;-0.3369
28.8950;-0.3340
28.8960;-0.3311
28.8970;-0.3311
28.8980;-0.3281
28.8990;-0.3281
28.9000;-0.3252
28.9010;-0.3223
28.9020;-0.3193
28.9030;-0.3193
28.9040;-0.3193
28.9050;-0.3193
28.9060;-0.3164
28.9070;-0.3135
28.9080;-0.3076
28.9090;-0.3047
28.9100;-0.3047
28.9110;-0.3018
28.9120;-0.2988
28.9130;-0.2959
28.9140;-0.2900
28.9150;-0.2900
28.9160;-0.2871
28.9170;-0.2871
28.9180;-0.2900
28.9190;-0.2900
28.9200;-0.2900
28.9210;-0.2900
28.9220;-0.2871
28.9230;-0.2842
28.9240;-0.2783
28.9250;-0.2754
28.9260;-0.2695
28.9270;-0.2549
28.9280;-0.2373
28.9290;-0.2314
28.9300;-0.2285
28.9310;-0.2285
28.9320;-0.2285
28.9330;-0.2285
28.9340;-0.2256
28.9350;-0.2256
28.9360;-0.2256
28.9370;-0.2285
28.9380;-0.2256
28.9390;-0.2168
28.9400;-0.2139
28.9410;-0.2139
28.9420;-0.2139
28.9430;-0.2139
28.9440;-0.2109
28.9450;-0.2109
28.9460;-0.1963
28.9470;-0.1787
28.9480;-0.1729
28.9490;-0.1699
28.9500;-0.1729
28.9510;-0.1758
28.9520;-0.1758
28.9530;-0.1729
28.9540;-0.1729
28.9550;-0.1729
28.9560;-0.1758
28.9570;-0.1758
28.9580;-0.1787
28.9590;-0.1787
28.9600;-0.1816
28.9610;-0.1846
28.9620;-0.1846
28.9630;-0.1846
28.9640;-0.1875
28.9650;-0.1875
28.9660;-0.1846
28.9670;-0.1787
28.9680;-0.1758
28.9690;-0.1670
28.9700;-0.1523
28.9710;-0.1465
28.9720;-0.1436
28.9730;-0.1406
28.9740;-0.1406
28.9750;-0.1436
28.9760;-0.1494
28.9770;-0.1523
28.9780;-0.1523
28.9790;-0.1494
28.9800;-0.1494
28.9810;-0.1465
28.9820;-0.1465
28.9830;-0.1465
28.9840;-0.1465
28.9850;-0.1436
28.9860;-0.1406
28.9870;-0.1377
28.9880;-0.1377
28.9890;-0.1348
28.9900;-0.1318
28.9910;-0.1318
28.9920;-0.1318
28.9930;-0.1318
28.9940;-0.1289
28.9950;-0.1289
28.9960;-0.1260
28.9970;-0.1260
28.9980;-0.1260
28.9990;-0.1260
29.0000;-0.1318
29.0010;-0.1318
29.0020;-0.1348
29.0030;-0.1348
29.0040;-0.1348
29.0050;-0.1348
29.0060;-0.1348
29.0070;-0.1318
29.0080;-0.1172
29.0090;-0.1055
29.0100;-0.1055
29.0110;-0.1084
29.0120;-0.1084
29.0130;-0.1143
29.0140;-0.1143
29.0150;-0.1172
29.0160;-0.1143
29.0170;-0.1113
29.0180;-0.1084
29.0190;-0.1025
29.0200;-0.0996
29.0210;-0.0937
29.0220;-0.0908
29.0230;-0.0937
29.0240;-0.0967
29.0250;-0.0996
29.0260;-0.0996
29.0270;-0.1025
29.0280;-0.1055
29.0290;-0.1055
29.0300;-0.1055
29.0310;-0.1055
29.0320;-0.1055
29.0330;-0.1055
29.0340;-0.0996
29.0350;-0.0996
29.0360;-0.0996
29.0370;-0.0967
29.0380;-0.0967
29.0390;-0.0967
29.0400;-0.1025
29.0410;-0.1055
29.0420;-0.1055
29.0430;-0.1084
29.0440;-0.1055
29.0450;-0.1025
29.0460;-0.0996
29.0470;-0.0967
29.0480;-0.0879
29.0490;-0.0732
29.0500;-0.0732
29.0510;-0.0732
29.0520;-0.0732
29.0530;-0.0762
29.0540;-0.0791
29.0550;-0.0850
29.0560;-0.0879
29.0570;-0.0908
29.0580;-0.0908
29.0590;-0.0850
29.0600;-0.0850
29.0610;-0.0850
29.0620;-0.0850
29.0630;-0.0850
29.0640;-0.0850
29.0650;-0.0820
29.0660;-0.0820
29.0670;-0.0791
29.0680;-0.0820
29.0690;-0.0820
29.0700;-0.0820
29.0710;-0.0820
29.0720;-0.0820
29.0730;-0.0820
29.0740;-0.0820
29.0750;-0.0820
29.0760;-0.0791
29.0770;-0.0791
29.0780;-0.0791
29.0790;-0.0762
29.0800;-0.0762
29.0810;-0.0762
29.0820;-0.0791
29.0830;-0.0850
29.0840;-0.0850
29.0850;-0.0850
29.0860;-0.0820
29.0870;-0.0850
29.0880;-0.0908
29.0890;-0.0908
29.0900;-0.0908
29.0910;-0.0850
29.0920;-0.0791
29.0930;-0.0762
29.0940;-0.0732
29.0950;-0.0703
29.0960;-0.0703
29.0970;-0.0674
29.0980;-0.0674
29.0990;-0.0645
29.1000;-0.0674
29.1010;-0.0674
29.1020;-0.0732
29.1030;-0.0791
29.1040;-0.0820
29.1050;-0.0820
29.1060;-0.0850
29.1070;-0.0820
29.1080;-0.0850
29.1090;-0.0762
29.1100;-0.0703
29.1110;-0.0586
29.1120;-0.0586
29.1130;-0.0615
29.1140;-0.0615
29.1150;-0.0615
29.1160;-0.0645
29.1170;-0.0645
29.1180;-0.0645
29.1190;-0.0674
29.1200;-0.0674
29.1210;-0.0645
29.1220;-0.0615
29.1230;-0.0615
29.1240;-0.0586
29.1250;-0.0557
29.1260;-0.0557
29.1270;-0.0527
29.1280;-0.0527
29.1290;-0.0527
29.1300;-0.0527
29.1310;-0.0557
29.1320;-0.0527
29.1330;-0.0527
29.1340;-0.0527
29.1350;-0.0527
29.1360;-0.0527
29.1370;-0.0527
29.1380;-0.0527
29.1390;-0.0527
29.1400;-0.0557
29.1410;-0.0527
29.1420;-0.0527
29.1430;-0.0527
29.1440;-0.0557
29.1450;-0.0527
29.1460;-0.0527
29.1470;-0.0527
29.1480;-0.0557
29.1490;-0.0586
29.1500;-0.0557
29.1510;-0.0527
29.1520;-0.0469
29.1530;-0.0469
29.1540;-0.0439
29.1550;-0.0410
29.1560;-0.0410
29.1570;-0.0381
29.1580;-0.0352
29.1590;-0.0352
29.1600;-0.0293
29.1610;-0.0234
29.1620;-0.0176
29.1630;-0.0117
29.1640;-0.0059
29.1650;0.0000
29.1660;0.0088
29.1670;0.0176
29.1680;0.0234
29.1690;0.0264
29.1700;0.0352
29.1710;0.0381
29.1720;0.0410
29.1730;0.0410
29.1740;0.0410
29.1750;0.0410
29.1760;0.0381
29.1770;0.0352
29.1780;0.0322
29.1790;0.0322
29.1800;0.0322
29.1810;0.0293
29.1820;0.0293
29.1830;0.0322
29.1840;0.0352
29.1850;0.0439
29.1860;0.0498
29.1870;0.0615
29.1880;0.0732
29.1890;0.0879
29.1900;0.1025
29.1910;0.1143
29.1920;0.1260
29.1930;0.1377
29.1940;0.1523
29.1950;0.1641
29.1960;0.1758
29.1970;0.1875
29.1980;0.1934
29.1990;0.1963
29.2000;0.1963
29.2010;0.1963
29.2020;0.1904
29.2030;0.1875
29.2040;0.1846
29.2050;0.1787
29.2060;0.1699
29.2070;0.1641
29.2080;0.1582
29.2090;0.1494
29.2100;0.1465
29.2110;0.1406
29.2120;0.1318
29.2130;0.1201
29.2140;0.1084
29.2150;0.0967
29.2160;0.0850
29.2170;0.0791
29.2180;0.0674
29.2190;0.0586
29.2200;0.0527
29.2210;0.0439
29.2220;0.0352
29.2230;0.0264
29.2240;0.0205
29.2250;0.0088
29.2260;-0.0029
29.2270;-0.0146
29.2280;-0.0264
29.2290;-0.0439
29.2300;-0.0586
29.2310;-0.0703
29.2320;-0.0820
29.2330;-0.0908
29.2340;-0.0937
29.2350;-0.0937
29.2360;-0.0937
29.2370;-0.0996
29.2380;-0.1025
29.2390;-0.1055
29.2400;-0.1113
29.2410;-0.1143
29.2420;-0.1172
29.2430;-0.1201
29.2440;-0.1260
29.2450;-0.1289
29.2460;-0.1318
29.2470;-0.1377
29.2480;-0.1406
29.2490;-0.1406
29.2500;-0.1436
29.2510;-0.1436
29.2520;-0.1436
29.2530;-0.1436
29.2540;-0.1465
29.2550;-0.1494
29.2560;-0.1523
29.2570;-0.1553
29.2580;-0.1553
29.2590;-0.1582
29.2600;-0.1582
29.2610;-0.1582
29.2620;-0.1553
29.2630;-0.1553
29.2640;-0.1553
29.2650;-0.1553
29.2660;-0.1523
29.2670;-0.1523
29.2680;-0.1523
29.2690;-0.1494
29.2700;-0.1523
29.2710;-0.1494
29.2720;-0.1494
29.2730;-0.1523
29.2740;-0.1523
29.2750;-0.1523
29.2760;-0.1553
29.2770;-0.1582
29.2780;-0.1641
29.2790;-0.1670
29.2800;-0.1670
29.2810;-0.1641
29.2820;-0.1611
29.2830;-0.1553
29.2840;-0.1523
29.2850;-0.1465
29.2860;-0.1436
29.2870;-0.1406
29.2880;-0.1406
29.2890;-0.1406
29.2900;-0.1406
29.2910;-0.1406
29.2920;-0.1377
29.2930;-0.1377
29.2940;-0.1377
29.2950;-0.1406
29.2960;-0.1377
29.2970;-0.1377
29.2980;-0.1348
29.2990;-0.1348
29.3000;-0.1377
29.3010;-0.1377
29.3020;-0.1465
29.3030;-0.1582
29.3040;-0.1699
29.3050;-0.1846
29.3060;-0.1963
29.3070;-0.2021
29.3080;-0.2109
29.3090;-0.2168
29.3100;-0.2256
29.3110;-0.2285
29.3120;-0.2285
29.3130;-0.2285
29.3140;-0.2256
29.3150;-0.2168
29.3160;-0.2109
29.3170;-0.1992
29.3180;-0.1875
29.3190;-0.1758
29.3200;-0.1611
29.3210;-0.1406
29.3220;-0.1143
29.3230;-0.0732
29.3240;-0.0264
29.3250;0.0293
29.3260;0.0996
29.3270;0.1816
29.3280;0.2725
29.3290;0.3691
29.3300;0.4570
29.3310;0.5508
29.3320;0.6357
29.3330;0.7266
29.3340;0.8232
29.3350;0.9258
29.3360;1.0312
29.3370;1.1338
29.3380;1.2305
29.3390;1.3242
29.3400;1.4121
29.3410;1.4854
29.3420;1.4941
29.3430;1.4941
29.3440;1.4941
29.3450;1.4941
29.3460;1.4941
29.3470;1.4941
29.3480;1.4941
29.3490;1.4941
29.3500;1.4941
29.3510;1.4619
29.3520;1.3477
29.3530;1.2188
29.3540;1.0811
29.3550;0.9316
29.3560;0.7676
29.3570;0.5977
29.3580;0.4307
29.3590;0.2812
29.3600;0.1465
29.3610;0.0205
29.3620;-0.0879
29.3630;-0.1875
29.3640;-0.2695
29.3650;-0.3311
29.3660;-0.3838
29.3670;-0.4307
29.3680;-0.4775
29.3690;-0.5215
29.3700;-0.5654
29.3710;-0.6006
29.3720;-0.6357
29.3730;-0.6621
29.3740;-0.6826
29.3750;-0.6943
29.3760;-0.7031
29.3770;-0.7061
29.3780;-0.7031
29.3790;-0.7002
29.3800;-0.6973
29.3810;-0.6914
29.3820;-0.6826
29.3830;-0.6738
29.3840;-0.6621
29.3850;-0.6504
29.3860;-0.6357
29.3870;-0.6152
29.3880;-0.5947
29.3890;-0.5713
29.3900;-0.5449
29.3910;-0.5156
29.3920;-0.4893
29.3930;-0.4600
29.3940;-0.4336
29.3950;-0.4102
29.3960;-0.3867
29.3970;-0.3633
29.3980;-0.3428
29.3990;-0.3252
29.4000;-0.3076
29.4010;-0.2930
29.4020;-0.2842
29.4030;-0.2725
29.4040;-0.2607
29.4050;-0.2520
29.4060;-0.2432
29.4070;-0.2344
29.4080;-0.2256
29.4090;-0.2227
29.4100;-0.2139
29.4110;-0.2080
29.4120;-0.2021
29.4130;-0.1992
29.4140;-0.1934
29.4150;-0.1875
29.4160;-0.1846
29.4170;-0.1787
29.4180;-0.1758
29.4190;-0.1699
29.4200;-0.1670
29.4210;-0.1611
29.4220;-0.1553
29.4230;-0.1523
29.4240;-0.1494
29.4250;-0.1465
29.4260;-0.1436
29.4270;-0.1406
29.4280;-0.1377
29.4290;-0.1348
29.4300;-0.1318
29.4310;-0.1289
29.4320;-0.1230
29.4330;-0.1172
29.4340;-0.1172
29.4350;-0.1172
29.4360;-0.1113
29.4370;-0.1055
29.4380;-0.0996
29.4390;-0.0967
29.4400;-0.0937
29.4410;-0.0908
29.4420;-0.0850
29.4430;-0.0850
29.4440;-0.0850
29.4450;-0.0820
29.4460;-0.0791
29.4470;-0.0732
29.4480;-0.0703
29.4490;-0.0615
29.4500;-0.0615
29.4510;-0.0586
29.4520;-0.0586
29.4530;-0.0586
29.4540;-0.0527
29.4550;-0.0498
29.4560;-0.0469
29.4570;-0.0439
29.4580;-0.0381
29.4590;-0.0322
29.4600;-0.0293
29.4610;-0.0264
29.4620;-0.0234
29.4630;-0.0205
29.4640;-0.0176
29.4650;-0.0146
29.4660;-0.0146
29.4670;-0.0117
29.4680;-0.0088
29.4690;-0.0059
29.4700;-0.0059
29.4710;-0.0029
29.4720;0.0029
29.4730;0.0029
29.4740;0.0088
29.4750;0.0088
29.4760;0.0088
29.4770;0.0146
29.4780;0.0176
29.4790;0.0205
29.4800;0.0234
29.4810;0.0264
29.4820;0.0322
29.4830;0.0352
29.4840;0.0381
29.4850;0.0410
29.4860;0.0439
29.4870;0.0498
29.4880;0.0527
29.4890;0.0557
29.4900;0.0586
29.4910;0.0645
29.4920;0.0703
29.4930;0.0732
29.4940;0.0762
29.4950;0.0791
29.4960;0.0820
29.4970;0.0820
29.4980;0.0850
29.4990;0.0908
29.5000;0.0967
29.5010;0.1025
29.5020;0.1025
29.5030;0.1025
29.5040;0.1055
29.5050;0.1113
29.5060;0.1143
29.5070;0.1201
29.5080;0.1260
29.5090;0.1318
29.5100;0.1406
29.5110;0.1465
29.5120;0.1494
29.5130;0.1553
29.5140;0.1582
29.5150;0.1611
29.5160;0.1670
29.5170;0.1699
29.5180;0.1758
29.5190;0.1787
29.5200;0.1816
29.5210;0.1846
29.5220;0.1846
29.5230;0.1875
29.5240;0.1904
29.5250;0.1934
29.5260;0.1963
29.5270;0.1992
29.5280;0.2021
29.5290;0.2051
29.5300;0.2080
29.5310;0.2139
29.5320;0.2139
29.5330;0.2197
29.5340;0.2197
29.5350;0.2227
29.5360;0.2227
29.5370;0.2227
29.5380;0.2256
29.5390;0.2256
29.5400;0.2256
29.5410;0.2285
29.5420;0.2314
29.5430;0.2285
29.5440;0.2314
29.5450;0.2314
29.5460;0.2285
29.5470;0.2256
29.5480;0.2256
29.5490;0.2227
29.5500;0.2227
29.5510;0.2197
29.5520;0.2168
29.5530;0.2168
29.5540;0.2168
29.5550;0.2168
29.5560;0.2168
29.5570;0.2139
29.5580;0.2139
29.5590;0.2109
29.5600;0.2080
29.5610;0.2080
29.5620;0.2021
29.5630;0.1963
29.5640;0.1934
29.5650;0.1846
29.5660;0.1758
29.5670;0.1729
29.5680;0.1641
29.5690;0.1611
29.5700;0.1523
29.5710;0.1494
29.5720;0.1406
29.5730;0.1318
29.5740;0.1201
29.5750;0.1084
29.5760;0.0937
29.5770;0.0820
29.5780;0.0703
29.5790;0.0586
29.5800;0.0498
29.5810;0.0381
29.5820;0.0234
29.5830;0.0117
29.5840;0.0000
29.5850;-0.0146
29.5860;-0.0264
29.5870;-0.0410
29.5880;-0.0557
29.5890;-0.0674
29.5900;-0.0791
29.5910;-0.0908
29.5920;-0.0996
29.5930;-0.1143
29.5940;-0.1260
29.5950;-0.1348
29.5960;-0.1465
29.5970;-0.1611
29.5980;-0.1729
29.5990;-0.1846
29.6000;-0.1934
29.6010;-0.2021
29.6020;-0.2139
29.6030;-0.2197
29.6040;-0.2256
29.6050;-0.2314
29.6060;-0.2373
29.6070;-0.2461
29.6080;-0.2549
29.6090;-0.2637
29.6100;-0.2695
29.6110;-0.2754
29.6120;-0.2812
29.6130;-0.2871
29.6140;-0.2930
29.6150;-0.2988
29.6160;-0.3047
29.6170;-0.3076
29.6180;-0.3164
29.6190;-0.3193
29.6200;-0.3223
29.6210;-0.3281
29.6220;-0.3311
29.6230;-0.3311
29.6240;-0.3369
29.6250;-0.3398
29.6260;-0.3398
29.6270;-0.3398
29.6280;-0.3369
29.6290;-0.3340
29.6300;-0.3340
29.6310;-0.3340
29.6320;-0.3311
29.6330;-0.3311
29.6340;-0.3311
29.6350;-0.3281
29.6360;-0.3281
29.6370;-0.3281
29.6380;-0.3252
29.6390;-0.3223
29.6400;-0.3252
29.6410;-0.3223
29.6420;-0.3223
29.6430;-0.3193
29.6440;-0.3164
29.6450;-0.3105
29.6460;-0.3076
29.6470;-0.3047
29.6480;-0.3047
29.6490;-0.2988
29.6500;-0.2959
29.6510;-0.2930
29.6520;-0.2900
29.6530;-0.2900
29.6540;-0.2871
29.6550;-0.2871
29.6560;-0.2842
29.6570;-0.2812
29.6580;-0.2754
29.6590;-0.2666
29.6600;-0.2607
29.6610;-0.2578
29.6620;-0.2549
29.6630;-0.2520
29.6640;-0.2490
29.6650;-0.2461
29.6660;-0.2461
29.6670;-0.2461
29.6680;-0.2402
29.6690;-0.2373
29.6700;-0.2373
29.6710;-0.2314
29.6720;-0.2285
29.6730;-0.2256
29.6740;-0.2256
29.6750;-0.2227
29.6760;-0.2139
29.6770;-0.2109
29.6780;-0.2080
29.6790;-0.2051
29.6800;-0.1992
29.6810;-0.1992
29.6820;-0.1963
29.6830;-0.1934
29.6840;-0.1875
29.6850;-0.1875
29.6860;-0.1875
29.6870;-0.1846
29.6880;-0.1816
29.6890;-0.1758
29.6900;-0.1670
29.6910;-0.1641
29.6920;-0.1611
29.6930;-0.1611
29.6940;-0.1582
29.6950;-0.1553
29.6960;-0.1523
29.6970;-0.1494
29.6980;-0.1465
29.6990;-0.1436
29.7000;-0.1436
29.7010;-0.1436
29.7020;-0.1436
29.7030;-0.1406
29.7040;-0.1377
29.7050;-0.1318
29.7060;-0.1318
29.7070;-0.1318
29.7080;-0.1318
29.7090;-0.1289
29.7100;-0.1230
29.7110;-0.1172
29.7120;-0.1143
29.7130;-0.1113
29.7140;-0.1084
29.7150;-0.1084
29.7160;-0.1055
29.7170;-0.1084
29.7180;-0.1055
29.7190;-0.1055
29.7200;-0.0996
29.7210;-0.0996
29.7220;-0.0967
29.7230;-0.0967
29.7240;-0.0937
29.7250;-0.0937
29.7260;-0.0937
29.7270;-0.0937
29.7280;-0.0908
29.7290;-0.0879
29.7300;-0.0908
29.7310;-0.0908
29.7320;-0.0879
29.7330;-0.0879
29.7340;-0.0850
29.7350;-0.0879
29.7360;-0.0879
29.7370;-0.0850
29.7380;-0.0850
29.7390;-0.0850
29.7400;-0.0850
29.7410;-0.0879
29.7420;-0.0879
29.7430;-0.0850
29.7440;-0.0850
29.7450;-0.0820
29.7460;-0.0791
29.7470;-0.0762
29.7480;-0.0732
29.7490;-0.0703
29.7500;-0.0703
29.7510;-0.0703
29.7520;-0.0674
29.7530;-0.0674
29.7540;-0.0645
29.7550;-0.0645
29.7560;-0.0615
29.7570;-0.0615
29.7580;-0.0586
29.7590;-0.0586
29.7600;-0.0557
29.7610;-0.0557
29.7620;-0.0557
29.7630;-0.0586
29.7640;-0.0586
29.7650;-0.0586
29.7660;-0.0586
29.7670;-0.0586
29.7680;-0.0586
29.7690;-0.0557
29.7700;-0.0527
29.7710;-0.0527
29.7720;-0.0527
29.7730;-0.0527
29.7740;-0.0527
29.7750;-0.0527
29.7760;-0.0557
29.7770;-0.0527
29.7780;-0.0557
29.7790;-0.0527
29.7800;-0.0498
29.7810;-0.0498
29.7820;-0.0498
29.7830;-0.0498
29.7840;-0.0498
29.7850;-0.0498
29.7860;-0.0498
29.7870;-0.0498
29.7880;-0.0498
29.7890;-0.0469
29.7900;-0.0469
29.7910;-0.0469
29.7920;-0.0469
29.7930;-0.0498
29.7940;-0.0498
29.7950;-0.0469
29.7960;-0.0439
29.7970;-0.0439
29.7980;-0.0439
29.7990;-0.0439
29.8000;-0.0439
29.8010;-0.0439
29.8020;-0.0439
29.8030;-0.0439
29.8040;-0.0439
29.8050;-0.0410
